10,1644040.0,43781262400.0
20,1768020.0,28980631600.0
30,1772400.0,106730570666.66667
40,1792110.0,96831007900.0
50,1814328.0,92467998016.0
60,1772806.6666666667,160442439955.55557
70,1933320.0,136675942171.42857
80,1749970.0,110377479100.0
90,1841053.3333333333,121113534044.44447
