8.589392933408549480e-01,-4.673363543817027344e-01
8.589392933408549480e-01,-4.673363543817027344e-01
1.222103411931004135e+00,3.417398821926442842e-02
1.222103411931004135e+00,3.417398821926442842e-02
1.222103411931004135e+00,3.417398821926442842e-02
1.072393788216964072e+00,3.642021684701449158e-02
1.072393788216964072e+00,3.642021684701449158e-02
1.072393788216964072e+00,3.642021684701449158e-02
1.070315472515160016e+00,3.688400343699781148e-02
1.070315472515160016e+00,3.688400343699781148e-02
9.522142260307668860e-01,9.032496954123495070e-02
9.522142260307668860e-01,9.032496954123495070e-02
7.069602896481586018e-01,1.024345465784089887e-01
7.069602896481586018e-01,1.024345465784089887e-01
7.069602896481586018e-01,1.024345465784089887e-01
3.266087862986224444e-01,1.163123471481881110e-01
3.266087862986224444e-01,1.163123471481881110e-01
3.266087862986224444e-01,1.163123471481881110e-01
3.266087862986224444e-01,1.163123471481881110e-01
3.266087862986224444e-01,1.163123471481881110e-01
3.266087862986224444e-01,1.163123471481881110e-01
3.707428607337506787e-01,1.176850308926526978e-01
3.707428607337506787e-01,1.176850308926526978e-01
3.707428607337506787e-01,1.176850308926526978e-01
4.018570880814807400e-01,1.186527637532246993e-01
4.018570880814807400e-01,1.186527637532246993e-01
4.018570880814807400e-01,1.186527637532246993e-01
4.018570880814807400e-01,1.186527637532246993e-01
3.464606057359992941e-01,1.250591028222040046e-01
4.951400955426857875e-01,1.246883749664938201e-01
4.951400955426857875e-01,1.246883749664938201e-01
4.951400955426857875e-01,1.246883749664938201e-01
4.757894830416856125e-01,1.277026400059214362e-01
4.757894830416856125e-01,1.277026400059214362e-01
4.757894830416856125e-01,1.277026400059214362e-01
4.757894830416856125e-01,1.277026400059214362e-01
8.189770196833179305e-01,1.276911506585501344e-01
8.189770196833179305e-01,1.276911506585501344e-01
8.865110623842977766e-01,1.276888897312344895e-01
2.520544364980184415e+00,1.208252710140143432e-01
2.520544364980184415e+00,1.208252710140143432e-01
2.520544364980184415e+00,1.208252710140143432e-01
2.520544364980184415e+00,1.208252710140143432e-01
5.254799615507736554e+00,1.128052486092991358e-01
6.419093039621756702e+00,1.081919639650258391e-01
8.718924428783180858e+00,9.918050751350934724e-02
8.718924428783180858e+00,9.918050751350934724e-02
8.718924428783180858e+00,9.918050751350934724e-02
1.317974825330074928e+01,8.170160892034566968e-02
1.577892356247718375e+01,7.151722965720294645e-02
1.577892356247718375e+01,7.151722965720294645e-02
1.721465413733945127e+01,6.590633818039215441e-02
1.867977844621215411e+01,5.926769282979300890e-02
1.867977844621215411e+01,5.926769282979300890e-02
2.028036695248080079e+01,5.180359236643559268e-02
2.028036695248080079e+01,5.180359236643559268e-02
2.028036695248080079e+01,5.180359236643559268e-02
2.120548520579945517e+01,4.796259321370627965e-02
2.120548520579945517e+01,4.796259321370627965e-02
2.120548520579945517e+01,4.796259321370627965e-02
2.140241137644196456e+01,4.815480742873229358e-02
2.140241137644196456e+01,4.815480742873229358e-02
2.140241137644196456e+01,4.815480742873229358e-02
2.140241137644196456e+01,4.815480742873229358e-02
2.140241137644196456e+01,4.815480742873229358e-02
2.140241137644196456e+01,4.815480742873229358e-02
2.140241137644196456e+01,4.815480742873229358e-02
2.140241137644196456e+01,4.815480742873229358e-02
2.167280992562174191e+01,4.807301495242619765e-02
2.167280992562174191e+01,4.807301495242619765e-02
2.167280992562174191e+01,4.807301495242619765e-02
2.180471666222306482e+01,4.803311466945203029e-02
2.183427454553866198e+01,4.798703352258251037e-02
2.183427454553866198e+01,4.798703352258251037e-02
2.187795091237551759e+01,4.797617098905604394e-02
2.195738997798392589e+01,4.809688245015569796e-02
2.195738997798392589e+01,4.809688245015569796e-02
2.195738997798392589e+01,4.809688245015569796e-02
2.195738997798392589e+01,4.809688245015569796e-02
2.195738997798392589e+01,4.809688245015569796e-02
2.195679261349006595e+01,4.811064337886568343e-02
2.195679261349006595e+01,4.811064337886568343e-02
2.184902115065993655e+01,4.861256770177140030e-02
2.184902040658996114e+01,4.864550083786332857e-02
2.187978167682734210e+01,4.869405685189670541e-02
2.187734566210826515e+01,4.865661677916888889e-02
2.187782578577926884e+01,4.865185140146318504e-02
2.187782578577926884e+01,4.865185140146318504e-02
2.191646460629342741e+01,4.858277999103770284e-02
2.191646460629342741e+01,4.858277999103770284e-02
2.186262210730053823e+01,4.892784708065648497e-02
2.186262210730053823e+01,4.892784708065648497e-02
2.198325294423091947e+01,4.832225939532665271e-02
2.203665704168430395e+01,4.811965698169646394e-02
2.203665704168430395e+01,4.811965698169646394e-02
2.191039246459633461e+01,4.861859869873911416e-02
2.191039246459633461e+01,4.861859869873911416e-02
2.186955447966434818e+01,4.869182713741742469e-02
2.186955447966434818e+01,4.869182713741742469e-02
2.177274326401360582e+01,4.924697506847908884e-02
2.172633390222627625e+01,4.941960925999600712e-02
2.192959560682338349e+01,4.819486818723850430e-02
2.182214156137147043e+01,4.864844735575396539e-02
2.182214156137147043e+01,4.864844735575396539e-02
2.173923249995179319e+01,4.920746076684608117e-02
2.189015323198518814e+01,4.863526785227693244e-02
2.163518485075204367e+01,4.963899343078026494e-02
2.163518485075204367e+01,4.963899343078026494e-02
2.150523342088689560e+01,5.006848873799642219e-02
2.150523342088689560e+01,5.006848873799642219e-02
2.148283739114850732e+01,5.014250862129353975e-02
2.158324490567809661e+01,4.998796500714636909e-02
2.148402873300385707e+01,5.031466008508735099e-02
2.159832410820430937e+01,4.995042574693674825e-02
2.187230320653331361e+01,4.907209527235857627e-02
2.168812741342708605e+01,4.962933234913365771e-02
2.168812741342708605e+01,4.962933234913365771e-02
2.201359962261489756e+01,4.867585581608553646e-02
2.223322159793268682e+01,4.802083811456221707e-02
2.225337701115960698e+01,4.791614197120616647e-02
2.220783287281950180e+01,4.806366370131613663e-02
2.220783287281950180e+01,4.806366370131613663e-02
2.222337679352063944e+01,4.801275651384127180e-02
2.224241700253276477e+01,4.795039879159234547e-02
2.198752231022870873e+01,4.895451861248600184e-02
2.186363100255926284e+01,4.959154553591426512e-02
